FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM000132,Plateau,Cassava,DRY,Silt,Rain-fed,Drip,0,yes,Yes,0.66,932.5,28.4,30.9,7.3,120.6,1.05,7,3,7.3,1,1,3.01,77083.0,4.34,Medium
FRM000133,Kebbi,Sorghum,Wet Season,Silt,Mixed,Sprinkler,N,Yes,No,2.25,664.3,30.2,75.2,6.17,128.7,0.0,12,1,18.5km,0,1,2.11,60304.0,1.75 tons,low
FRM000134,Plateau,Yam,Rainy,clay,irrigation,Flood,Yes,Yes,Yes,1.77,695.5,31.4,88.0,6.79,88.8,2.61,17,3,31.8,1,0,5.26,35595.0,5.33,high
FRM000135,Benue,Millet,Wet Season,Silt,Rain-fed,Drip,Yes,Yes,yes,0.85,904.0,26.2,35.3,5.09,76.0,3.19,22,6,23.4,0,1,2.91,55148.0,4.77,M
FRM000136,Kano,Soybean,wet season,Loamy,Mixed,Flood,Yes,No,1,3.33,494.8,25.9,30.7,5.89,46.5,4.52,7,3,30.6,0,1,1.36,73457.0,1.58,L
FRM000137,Gombe,Rice,Dry Season,Loamy,Rain-fed,flood,No,No,Yes,-7.86,511.7,30.3,67.0,7.33,103.1,4.39,9,4,18.2,1,0,4.87 t/ha,49981.0,3.32,M
FRM000138,Benue,Sorghum,Wet Season,S,Rain-fed,None,Yes,Yes,No,13.0 acres,831.4,26.5,79.6,6.36,29.8,6.04,7,4,5.3,1,0,2.53,47745.0,2.28,medium
FRM000139,Benue,Wheat,Dry Season,Sandy,irrigation,Drip,No,No,No,2.15,1228.6,23.9,76.6,6.72,90.1,3.75,18,1,37.6,0,0,2.6,84283.0,2.71,MEDIUM
FRM000140,Yobe,Wheat,Wet Season,Loamy,Mixed,None,Yes,No,no,3.49,680.6,27.0,52.1,pH 6.47,107.4,5.34,6,5,14.9,1,1,3.88,56714.0,3.84,AVERAGE
FRM000141,Adamawa,Yam,Dry Season,Clay,Mixed,flood,Yes,Yes,Yes,2.26,1002.2,32.1,72.8,7.55,91.1,6.13,21,5,15.5,1,0,3.08,55479.0,3.47,Average
FRM000142,Katsina,Soybean,Wet Season,S,Irrigation,Sprinkler,Yes,No,Yes,1.94,1158.1,32.8°C,48.2%,6.35,,4.0,12,7,14.7,1,0,3.69,58871.0,3.66,Moderate
FRM000143,Kano,Soybean,Harmattan,Silty,Rain-fed,Flood,No,yes,Yes,0.2,789.3,27.4,55.1,5.55,125.3,6.44,6,2,1.0,1,0,2.43,57297.0,3.64,AVERAGE
FRM000144,Benue,Wheat,Wet Season,Clay,irrigation,Flood,Yes,No,Yes,2.01,925.6,27.5,85.3,6.31,86.1,4.01,11,1,18.6,0,0,0.95,31876.0,2.61,MODERATE
FRM000145,Katsina,Millet,Harmattan,clay,Irrigation,Drip,Yes,Yes,no,3.23,1191.3,24.8,75.1,4.94,54.2 kg/ha,7.04,20,6,9.7,1,0,3.45,57169.0,4.21,M
FRM000146,Katsina,Cassava,Harmattan,Sandy,mixed,Sprinkler,Yes,no,No,2.05,758.8,28.4,77.4,6.73,103.8,0.4,11,3,17.1,0,1,2.23,33035.0,1.52,Poor
FRM000147,Kano,Soybean,wet season,Sandy,irrigation,Flood,No,Yes,No,2.36,1012.7,34.8,61.0,5.08,122.3,0.34,18,3,1.0,1,0,4.55 tons,48987.0,4.07,M
FRM000148,Adamawa,Yam,wet season,Clay,Rain-fed,drip,Yes,Yes,Yes,0.32,956.9,31.0,88.5,4.95,73.0,3.48,6,5,20.5,1,1,3.39,59767.0,3.74,AVERAGE
FRM000149,Zamfara,Wheat,Dry Season,clay,Irrigation,Sprinkler,no,Yes,No,0.27,943.0,28.3,71.8,5.63,88.5 kg/ha,3.78,9,4,27.9,0,1,2.25,64116.0,3.13,Moderate
FRM000150,Taraba,Cassava,dry,Sandy,Irrigation,None,yes,Yes,No,1.56,1048.7,27.6,73.3,7.11,145.3,4.39,13,7,39.9,1,0,3.83,47941.0,3.77 tons,Medium
FRM000151,Kebbi,Groundnut,WET,Clay,Irrigation,None,yes,Yes,1,0.1,793.0,22.0,94.9,6.93,105.2,0.0,22,3,22.7,1,0,3.33,46183.0,3.5,EXCELLENT
FRM000152,Taraba,Maize,dry,Clay,Irrigation,Drip,Yes,no,No,4.8,,27.5,78.3,6.3,91.4,3.43,14,3,12.9,0,1,4.53,49572.0,3.22,MODERATE
FRM000153,Plateau,Cassava,Dry Season,Clay,Irrigation,None,N,yes,Yes,0.1,1218.2,22.8,,7.5,73.5,2.92,10,4,23.7,1,0,1.36,63435.0,3.81,Average
FRM000154,Gombe,Soybean,Harmattan,Clay,Mixed,drip,Yes,Yes,Yes,0.15,1294.7,26.9,59.2,4.82,95.5,3.73,5,1,18.5km,1,1,3.33,37082.0,3.98,medium
FRM000155,Kebbi,Maize,Dry Season,Clay,mixed,Flood,Y,0,Yes,3.44,550.5,20.9,55.7,6.3,101.2,1.39,21,5,8.6,1,0,3.66,52537.0,3.49,MODERATE
FRM000156,Plateau,Soybean,Harmattan,Sandy,Rain-fed,Sprinkler,yes,Yes,No,0.95,720.9,31.6,79.5,5.25,62.1,5.08,7,4,17.8,1,1,2.51,42232.0,2.46,LOW
FRM000157,Benue,Yam,Wet Season,Loamy,Irrigation,None,yes,Yes,Yes,2.08,860.3,25.8,59.9,4.61,86.3kg,3.65,10,7,20.9,0,0,1.93,67371.0,5.79,H
FRM000158,Gombe,Cowpea,dry season,clay,IRRIGATION,Drip,No,0,Yes,0.1,943.7,27.4,59.3,5.38,95.7,0.0,18,3,23.5,1,1,4.64,83650.0,3.31,M
FRM000159,Kaduna,Cassava,WET,Clay,Irrigation,None,Yes,No,Yes,0.87,836.0,27.6,81.2,4.86,49.6,3.28,14,7,29.4,0,0,1.94,33610.0,4.08,medium
FRM000160,Kano,Maize,WET,loamy,Irrigation,Drip,0,No,Yes,1.96,808.6,25.7 degrees,68.7,4.5,84.3,3.36,8,5,33.8,0,0,0.85,47778.0,3.8,AVERAGE
FRM000161,Kebbi,Yam,Dry Season,Silt,Irrigation,sprinkler,Yes,No,No,0.61,835.0,28.6,66.1,6.83,38.0,6.11,15,4,11.1,1,1,2.17,54129.0,,Average
FRM000162,Kebbi,Soybean,WET,Clay,Irrigation,N/A,1,No,No,2.61,908.6,25.5,64.5,6.38,101.4,4.36,14,6,22.8,0,1,2.37,35149.0,3.5,MEDIUM
FRM000163,Jigawa,Cassava,Wet Season,Loamy,Mixed,Nil,no,No,Yes,3.54,1164.0,35.3,64.5,7.1,36.8,2.56,14,7,2.4,0,1,2.92,57076.0,1.48,LOW
FRM000164,Benue,Yam,dry season,Sandy,Irrigation,Sprinkler,yes,Yes,Yes,1.06,577.5 mm,25.6°C,69.8,6.26,64.2,2.59,13,2,22.1,0,0,2.39,61235.0,3.87,medium
FRM000165,Zamfara,Soybean,dry season,CLAY,Rain-fed,None,Yes,No,No,0.85,550.0mm,25.9,73.0,6.5,118.3,1.13,17,5,27.7,1,0,2.07,44827.0,1.78,Below Average
FRM000166,Katsina,Cowpea,Dry Season,Loamy,Rain-fed,None,No,No,No,2.76,1524.8,26.2,37.0,6.38,142.9,3.91,5,6,12.1,1,0,2.41 t/ha,53361.0,3.47 t/ha,Moderate
FRM000167,Gombe,Cowpea,Rainy,Loamy,Mixed,Flood,Yes,Yes,Yes,2.79,323.1,22.8,64.9,6.3,71.4,2.68,1,4,23.1,1,1,2.96,32585.0,2.91,MEDIUM
FRM000168,Benue,Rice,Wet Season,Silty,Rain-fed,drip,no,No,Yes,0.61,1225.4,30.9°C,49.1,-6.05,,5.24,8,1,4.8,1,0,2.6,64717.0,3.58,AVERAGE
FRM000169,Niger,Sorghum,Wet Season,clay,Irrigation,None,No,Yes,Yes,0.52,1090.3mm,31.0,64.8,5.72,125.9,2.52,4,5,36.3,1,0,2.23,36465.0,2.7,MODERATE
FRM000170,Adamawa,Yam,wet season,Sandy,Rain-fed,sprinkler,No,No,Yes,8.83,787.2,24.4,81.5,5.12,90.0,2.24,3,8,20.6,0,0,3.8 t/ha,53733.0,0.8,LOW
FRM000171,Katsina,Sorghum,Harmattan,Sandy,Irrigated,None,no,Yes,Yes,3.17,1112.7,27.7,27.6,6.25,77.8,0.1,5,1,21.3,0,0,2.75,62243.0,2.57,Moderate
FRM000172,Kano,Rice,dry season,Clay,Irrigation,None,Yes,Yes,Yes,0.71,1101.4 mm,18.0,68.4,6.78,122.1,4.0,21,2,27.6,1,0,2.49,51328.0,6.05,high
FRM000173,Katsina,Millet,Rainy,Clay,Rain-fed,None,Yes,Yes,No,2.7,3240.0,25.5,55.7,5.61,150.4,3.27,10,5,52.3,1,0,3.15,72180.0,1.55,L
FRM000174,Zamfara,Cassava,wet season,Clay,rain-fed,Drip,Yes,1,No,0.63,1217.2,31.9,74.8,5.09,106.5,3.99,0,7,19.1,1,0,4.36,59013.0,2.11,AVERAGE
FRM000175,Yobe,Soybean,Rainy,Clay,Mixed,sprinkler,Yes,Yes,no,4.31,1301.3,38.7,37.9%,5.37,44.7,5.81,11,2,39.4,0,0,4.17,56406.0,2.07,Low
FRM000176,Jigawa,Wheat,Dry Season,Sandy,Rain-fed,sprinkler,Yes,1,No,2.4,1050.6,24.8,93.4,7.3,73.6,6.3,12,4,30.3,1,1,3.61,44989.0,3.63,MEDIUM
FRM000177,Katsina,Sorghum,Rainy,Clay,Mixed,sprinkler,No,No,No,0.96,733.7,259.0,51.6,6.18,68.4,1.95,26,1,7.1,0,1,4.12,45670.0,1.26,low
FRM000178,Kano,Sorghum,Dry Season,Loamy,Irrigation,Drip,Yes,no,no,1.33,823.1,26.3,63.8,6.21,99.6,2.5,19,3,14.4,0,0,0.87,53841.0,2.69,AVERAGE
FRM000179,Zamfara,Yam,dry season,Silt,Rain-fed,Sprinkler,N,No,Yes,7.22,1103.9,29.4,36.0,6.92,91.9kg,3.27,7,3,14.8,1,0,3.88,57419.0,3.27,MODERATE
FRM000180,Taraba,Cassava,Wet Season,Loamy,rain-fed,Flood,Yes,Yes,Yes,2.16,547.2,31.4,40.1,6.68,71.9,1.56,18,4,26.8,1,0,3.53,77431.0,5.44,high
FRM000181,Kebbi,Yam,wet,Silt,irrigation,Sprinkler,Yes,Yes,Yes,2.05,588.2,24.8,41.6,5.46,21.6,2.28,13,4,7.1,1,1,3.52,58185.0,4.51,HIGH
FRM000182,Yobe,Cowpea,DRY,Loamy,Irrigation,None,no,Yes,Yes,0.72,553.5,29.9,59.5,pH 8.18,49.8,5.09,4,4,12.4,1,1,1.92,41168.0,3.81,AVERAGE
FRM000183,Jigawa,Sorghum,Harmattan,Loamy,Rain-fed,Drip,Yes,Yes,Yes,1.17,946.6,23.3,76.9%,6.43,64.0,7.82,17,5,9.6,0,1,2.15,77946.0,4.88,HIGH
FRM000184,Kebbi,Cassava,Wet Season,Clay,Rain-fed,None,Yes,Y,Yes,5.02,724.4,27.5,76.2,6.65,13.2,2.63,15,4,17.5,0,1,2.11,62946.0,2.93,Medium
FRM000185,Adamawa,Groundnut,Wet Season,Loamy,Rain-fed,None,No,Yes,Yes,2.01,817.5,30.6,81.7,6.37,59.3,1.69,2,1,2.8,0,0,4.27,54094.0,4.49,MEDIUM
FRM000186,Plateau,Millet,Dry Season,Clay,Irrigation,None,Yes,No,No,3.04,10838.0,27.2,71.5,5.59,36.8,5.27,16,6,8.6,1,0,4.31,57380.0,3.77,medium
FRM000187,Yobe,Soybean,wet season,Loamy,MIXED,None,Yes,N,No,1.21,1009.0,29.0,62.2,5.52,82.8,3.14,11,4,15.7,1,1,5.12,55938.0,3.37,Moderate
FRM000188,Yobe,Rice,Rainy,Clay,Rain-fed,Flood,No,No,Yes,5.56,977.7,23.6,57.1,5.62,77.5,3.93,12,3,3.1,0,0,,40198.0,2.22,POOR
FRM000189,Taraba,Millet,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,yes,1.15,1098.2,21.7,70.8,5.19,106.0,0.86,13,3,28.5,0,0,1.97,72892.0,4.89,EXCELLENT
FRM000190,Taraba,Rice,Dry Season,Loamy,Mixed,Sprinkler,Yes,No,0,0.76,1263.4,33.7,55.4,5.08,0.0,2.66,20,4,25.7,1,0,3.27,52318.0,4.09,Moderate
FRM000191,Gombe,Sorghum,Dry Season,Sandy,Irrigation,Drip,No,yes,Yes,2.9,906.6,23.8,83.3,5.25,108.2,5.11,13,3,27.9,0,1,1.72,54415.0,2.0,AVERAGE
FRM000192,Bauchi,Millet,DRY,Sandy,Irrigation,Flood,Yes,No,No,4.01,607.7,33.4,41.6,6.32,129.7,0.84,4,2,10.1,0,1,2.83,69876.0,4.19,M
FRM000193,Katsina,Millet,Dry Season,Loamy,Irrigation,Drip,yes,Yes,No,0.72,609.5,28.8,88.4,5.19,49.0,4.01,18,3,9.1miles,0,1,3.03,48227.0,3.42,M
FRM000194,Yobe,Soybean,dry,Clay,Rain-fed,Sprinkler,Yes,Yes,No,1.56,789.2,25.4,88.5,5.85,64.1,3.44,12,4,16.1,1,0,1.67,56484.0,2.84,LOW
FRM000195,Kebbi,Wheat,Wet Season,Loamy,Rain-fed,None,Yes,No,Yes,0.62,1074.5,33.0,52.3,5.04,71.3,0.37,17,1,1.0,1,1,2.22,51219.0,2.05,medium
FRM000196,Kano,Soybean,Rainy,Silt,Rain-fed,None,Yes,no,No,1.2,519.6mm,30.3,82.3,6.63,4.6,3.87,0,4,1.3,0,1,1.31,29690.0,1.83,Low
FRM000197,Sokoto,Yam,dry season,Sandy,Rain-fed,None,Yes,No,Yes,2.1,742.5,21.8,64.0,6.55,113.8kg,5.35,9,3,29.2,0,1,2.78 t/ha,56848.0,3.82,MODERATE
FRM000198,Bauchi,Wheat,Wet Season,Loamy,Rain-fed,Sprinkler,Yes,Yes,No,11.84 acres,1120.1,29.7,67.4,7.23,101.2,2.67,3,3,25.8,0,1,3.89,30844.0,3.67,AVERAGE
FRM000199,Sokoto,Millet,Rainy,CLAY,Rain-fed,None,No,Yes,Yes,1.21,203.0,30.1,74.2,6.82,46.4,1.83,8,1,9.7,1,1,3.62,42970.0,2.02,Low
FRM000200,Jigawa,Wheat,Dry Season,CLAY,Mixed,None,No,No,No,1.54,1126.0,25.7,68.5,6.52,0.0,2.18,12,3,20.6,0,1,2.83,43929.0,1.41,POOR
FRM000201,Zamfara,Wheat,WET,Clay,Irrigation,None,Yes,No,Yes,0.25,,26.5,54.2,6.62,110.8,0.0,8,6,23.0,1,0,1.69,65072.0,3.6,Average
FRM000202,Kebbi,Yam,WET,Loamy,Mixed,Flood,Yes,No,no,1.44,883.9,20.1,69.3,5.72,169.3,3.1,13,3,1.4,0,0,3.64,86651.0,2.37,medium
FRM000203,Kebbi,Cassava,Wet Season,Loamy,Rainfed,Sprinkler,Yes,Yes,No,3.22,474.0,32.2,69.0,5.63,128.1,2.53,0,1,27.9,0,1,3.18,65233.0,1.5,Low
FRM000204,Bauchi,Sorghum,Rainy,loamy,Rain-fed,drip,no,Yes,Yes,2.04,991.9,28.8,94.3,7.83,101.2,3.12,12,2,26.6,0,1,2.66,22435.0,2.4,AVERAGE
FRM000205,Yobe,Cassava,WET,Clay,Rain-fed,None,No,Yes,No,5.48,1168.0,26.0,58.0,6.86,60.5,3.51,11,5,26.8,1,1,2.94,59256.0,3.31,AVERAGE
FRM000206,Adamawa,Sorghum,Rainy,Loamy,Mixed,None,1,Yes,No,2.16,664.6,31.9,60.6,5.75,117.1,7.29,12,2,11.4,0,0,2.06,63533.0,2.81,Moderate
FRM000207,Bauchi,Cassava,Dry Season,LOAMY,Rain-fed,flood,No,Yes,no,1.99,623.0,26.7,58.4,5.07,75.4,1.08,15,6,30.4,0,1,4.91,62801.0,2.05,Low
FRM000208,Sokoto,Cassava,Wet Season,Sandy,Irrigation,sprinkler,no,No,Yes,2.66,861.1,20.5,69.5,7.35,114.9,3.2,5,4,33.1,0,0,2.34,56351.0,2.22 tons,Low
FRM000209,Bauchi,Rice,Dry Season,Sandy,Mixed,Sprinkler,No,no,No,4.02,1107.1,24.3,63.1,7.17,88.4,4.82,10,1,37.5km,1,0,2.7,45432.0,1.24,low
FRM000210,Kebbi,Wheat,wet,loamy,Rain-fed,Drip,Yes,Yes,yes,0.1,966.1,25.9,63.5,6.32,114.6,5.33,25,4,1.0,1,0,3.52,66086.0,5.43,high
FRM000211,Adamawa,Cowpea,wet,loamy,Rainfed,flood,No,Yes,Yes,3.15,642.6,29.1,35.7,5.85,77.7,2.29,16,3,15.3,0,0,1.54,61459.0,3.16,Medium
FRM000212,Katsina,Yam,wet season,Loamy,Irrigation,Flood,No,0,Yes,4.8,203.3,31.7,72.7,5.36,106.8,7.33,3,5,1.0,0,0,4.11,34591.0,1.33,Low
FRM000213,Niger,Cassava,Dry Season,Sandy,Rain-fed,N/A,Yes,No,Yes,0.16,674.6 mm,26.4,77.4,7.51,70.9,2.3,8,1,1.0,0,0,4.89,52983.0,1.48,Poor
FRM000214,Gombe,Millet,DRY,Sandy,Mixed,None,Yes,Yes,Yes,2.57,707.0,27.5,53.0,7.02,55.0,1.67,8,2,8.2,0,0,3.49,55165.0,2.47,L
FRM000215,Kaduna,Groundnut,Rainy,Loamy,Mixed,Flood,Yes,Yes,No,3.48,605.0,30.2,58.5,6.06,70.7,2.12,13,3,19.7,0,1,4.12,84153.0,3.88,medium
FRM000216,Taraba,Rice,Rainy,Loamy,Irrigation,None,No,Yes,1,2.15,793.2,30.9,69.7,7.45,79.7,2.91,21,5,20.2km,1,1,1.37,60599.0,3.7,Average
FRM000217,Bauchi,Groundnut,Wet Season,Clay,Rain-fed,flood,No,0,Yes,1.76,776.2,28.2C,81.1,6.5,95.1,5.46,16,5,14.7,0,1,5.69,84007.0,,L
FRM000218,Jigawa,Maize,Wet Season,clay,Rain-fed,Drip,Yes,Yes,No,0.87,560.1,21.1,93.9,5.59,42.4,5.85,21,6,13.4,1,1,3.99,59717.0,3.95,Medium
FRM000219,Plateau,Soybean,Dry Season,loamy,Mixed,None,Yes,Yes,Yes,0.45,592.9,21.2,83.9,5.2,64.6,2.89,18,8,29.0,0,1,5.78,76125.0,3.58,MODERATE
FRM000220,Zamfara,Maize,Wet Season,Silt,Mixed,Flood,Yes,Yes,Yes,1.94,1186.0,37.5,63.4,6.09,79.5,4.91,13,3,9.5,1,0,1.02,52832.0,-3.74,M
FRM000221,Niger,Sorghum,Rainy,Silty,Irrigation,Drip,Yes,N,No,3.56,1345.3,28.9,62.4,5.51,154.9,0.74,8,9,-23.9,0,1,2.95,38219.0,6.37,High
FRM000222,Gombe,Cassava,wet season,Loamy,irrigation,Flood,Yes,Yes,Yes,1.08,783.9,30.1,43.4,5.2,63.5,2.67,13,6,21.6,0,0,1.77,66133.0,3.47,Average
FRM000223,Gombe,Yam,Rainy,Clay,Rain-fed,Sprinkler,Yes,No,0,0.72 ha,1082.6,27.6,65.6,5.48,142.8,4.37,15,1,4.6,1,1,4.11,39916.0,2.84,M
FRM000224,Gombe,Millet,Wet Season,Clay,Rain-fed,Drip,No,N,No,1.85 ha,830.9,37.0,69.5,7.72,30.5,5.12,15,2,29.3,0,1,1.77,66548.0,0.53,Very Poor
FRM000225,Gombe,Cowpea,dry season,Sandy,Rain-fed,N/A,No,No,Yes,0.18,406.4,,72.8,6.23,70.6,6.3,6,3,19.0,1,0,0.58,69116.0,0.94,VERY LOW
FRM000226,Sokoto,Cowpea,dry season,loamy,Rain-fed,Sprinkler,N,Yes,No,5.89,1549.6,27.0,58.9,6.75,79.2,5.17,5,1,20.6,1,0,0.84,90175.0,28.599999999999998,MODERATE
FRM000227,Jigawa,Rice,Dry Season,Clay,Mixed,Flood,Yes,1,Yes,2.53,733.8,29.8,56.7,6.19,66.9,4.48,19,3,13.7,0,1,2.47,41742.0,4.13,Medium
FRM000228,Jigawa,Rice,wet season,Clay,Rain-fed,None,Yes,No,No,1.63,808.2,30.6,79.2,7.2,117.0,6.01,9,5,29.2,1,1,0.94,58588.0,1.59,L
FRM000229,Adamawa,Rice,dry season,Sandy,Irrigated,Drip,Yes,yes,No,1.78,982.9,29.6,64.6,5.47,66.7,2.54,11,3,31.7,1,1,4.19,71767.0,3.61,M
FRM000230,Taraba,Rice,Harmattan,Silt,Rain-fed,None,No,yes,1,2.11,781.9,,66.7,pH 6.36,77.0,3.15,22,5,18.1,0,1,0.37,71077.0,3.64,Moderate
FRM000231,Kebbi,Wheat,Wet Season,Loamy,Rain-fed,None,Yes,No,No,9.53,781.5,25.1,78.0 percent,5.71,52.8,2.74,3,1,1.0,0,1,3.74,74906.0,2.98,medium
FRM000232,Gombe,Cassava,Rainy,L,Irrigation,drip,yes,yes,Yes,0.91 ha,601.7,31.3,50.1,6.27,95.2,3.48,4,4,8.3,1,0,1.49,57128.0,6.52,HIGH
FRM000233,Plateau,Groundnut,dry,Loamy,Rain-fed,None,yes,no,No,0.2,911.4,25.2,62.3,7.02,112.7,0.48,14,4,11.4,1,0,1.89,67307.0,3.73,MODERATE
FRM000234,Kebbi,Cassava,DRY,Loamy,Rain-fed,Flood,Yes,yes,Yes,5.78,572.2,22.2,49.3,4.43,60.6,3.65,22,8,17.3,0,1,4.99,47127.0,4.85,EXCELLENT
FRM000235,Jigawa,Cassava,DRY,Clay,Rain-fed,None,No,No,No,7.39,781.6,27.4,57.2,4.81,60.4,6.2,11,3,13.4,0,1,3.54,77674.0,2.77,POOR
FRM000236,Kano,Maize,Wet Season,Silt,Rain-fed,Sprinkler,yes,No,No,2.42,1054.4,30.9,67.0,7.12,138.2,3.33,12,1,13.4,0,1,2.65,68776.0,3.27,medium
FRM000237,Kano,Yam,wet season,C,Mixed,None,No,No,no,2.6,361.0,34.8,62.9,6.32,61.1,4.34,11,8,11.5,1,1,2.82,34526.0,2.41,L
FRM000238,Plateau,Millet,DRY,LOAMY,Irrigation,Drip,Yes,Yes,No,0.52,881.0,29.5 degrees,49.2,7.27,106.2,6.73,16,4,1.0,1,0,3.09,63231.0,5.77,EXCELLENT
FRM000239,Adamawa,Sorghum,dry season,Sandy,Rain-fed,sprinkler,Yes,No,No,0.1,984.1,20.4,65.4,6.18,93.1,5.3,16,3,30.9,0,1,5.71,58713.0,3.21,Moderate
FRM000240,Jigawa,Yam,Dry Season,Clay,Mixed,none,Yes,No,Yes,2.5,956.6,28.8,86.2,5.44,57.0,6.58,8,5,21.9,0,0,2.35,64730.0,2.51,Poor
FRM000241,Plateau,Rice,wet,Sandy,Irrigation,Sprinkler,0,No,N,3.69,925.5,30.4,51.0,7.61,22.6,3.63,1,3,6.8,0,1,1.01,69968.0,1.5,L
FRM000242,Sokoto,Groundnut,wet season,L,Rain-fed,Sprinkler,Yes,Yes,Yes,0.17,803.1,30.8,52.8,5.78,104.5,0.16,14,3,26.2,1,0,3.78,53638.0,5.99,high
FRM000243,Bauchi,Maize,dry,Loamy,Irrigation,None,Yes,Yes,yes,4.36,763.2mm,27.4,63.0,6.2,86.2,6.11,14,3,1.0,0,0,3.35,45363.0,5.8,Excellent
FRM000244,Plateau,Wheat,dry season,Clay,Irrigation,flood,Yes,Yes,No,1.63,762.8,35.5,69.5,pH 6.1,114.2,1.91,25,6,30.0,1,1,1.77,62531.0,4.03,MODERATE
FRM000245,Katsina,Groundnut,Rainy,Sandy,Mixed,Flood,yes,Yes,Yes,10.97 acres,1010.9,30.0,52.5,5.41,117.8,0.0,0,2,53.2,1,0,3.73,69536.0,2.62,M
FRM000246,Kebbi,Maize,DRY,Loamy,Irrigation,Drip,No,Yes,yes,0.28,653.8,26.6,50.7,6.63,137.8,7.69,9,1,19.3,0,1,2.41,56330.0,3.12,MODERATE
FRM000247,Niger,Soybean,WET,Clay,Rain-fed,flood,Yes,No,Yes,2.51,1515.3,20.1,65.8,4.91,51.8,0.0,13,1,20.5,0,1,1.71,68095.0,2.83,M
FRM000248,Benue,Wheat,Wet Season,Sandy,Irrigation,Sprinkler,0,No,no,3.0 ha,701.3,26.5,71.6,5.99,96.6,3.4,16,2,33.7,1,0,3.56,41232.0,2.28,Medium
FRM000249,Adamawa,Rice,Wet Season,clay,Irrigation,None,yes,No,Yes,1.87,1310.2,29.9,74.9,6.59,108.2,2.19,5,4,23.5,1,1,5.25,47544.0,5.26,H
FRM000250,Plateau,Sorghum,dry season,Silty,Mixed,sprinkler,Yes,Yes,No,2.67,623.9mm,21.6,69.6,7.25,72.6,2.22,19,5,31.4,0,1,3.94,52003.0,3.0,Moderate
FRM000251,Jigawa,Rice,wet,Sandy,Mixed,None,yes,No,Yes,2.2,1414.3,30.0,57.1,6.99,66.4,4.84,17,2,1.0,0,1,2.27,43133.0,3.46,medium
FRM000252,Zamfara,Groundnut,dry season,CLAY,Rain-fed,Drip,yes,Yes,Yes,1.33,600.7,30.7,78.5,6.46,68.2kg,2.06,3,1,19.4,0,1,2.88,28232.0,4.18 tons,medium
FRM000253,Kano,Rice,Wet Season,Loamy,Mixed,None,No,0,Yes,3.8,899.2,28.6C,55.5,6.15,102.1,3.48,11,2,11.3,1,1,3.31,41296.0,2.34,Medium
FRM000254,Katsina,Soybean,Dry Season,Silt,irrigation,Drip,Yes,Yes,No,7.2,1169.8,22.6,45.4,6.73 pH,59.0,2.0,19,1,29.2,1,0,3.03,51703.0,5.65,HIGH
FRM000255,Taraba,Rice,dry season,Clay,Mixed,Drip,Yes,Yes,Y,3.35,521.5,31.8,28.2,5.26,142.7,2.98,19,6,26.4,0,1,1.39,69771.0,3.91,Moderate
FRM000256,Gombe,Maize,dry season,Silt,rain-fed,None,Yes,yes,Yes,0.6,602.5,23.0,61.5,6.41,88.6,4.02,6,4,22.0,0,1,3.75,53249.0,2.67,Average
FRM000257,Benue,Cowpea,dry,loamy,Irrigation,drip,Yes,Yes,No,,8070.0,32.2°C,80.5,6.7,125.1,1.99,3,1,30.9,0,0,3.25,59651.0,-3.7,M
FRM000258,Yobe,Rice,wet season,Loamy,rain-fed,None,No,No,yes,2.62,871.9,24.2,60.5,5.31 pH,79.6,2.71,23,1,21.0,1,0,3.68,68044.0,2.82,M
FRM000259,Adamawa,Soybean,Dry Season,LOAMY,Rain-fed,None,Yes,Yes,No,0.12,1231.3,27.6,69.2,6.75,78.2,5.05,16,4,22.3,1,0,3.48,50689.0,4.12,medium
FRM000260,Niger,Cassava,wet season,Loamy,irrigation,Drip,Yes,yes,No,3.92,742.2,23.6,68.3,4.5,82.4,3.94,21,1,10.9,1,0,2.81,38674.0,2.44,MODERATE
FRM000261,Benue,Cassava,Rainy,Silt,Mixed,None,No,no,Yes,2.21,1119.6,24.5,63.4,6.5,28.8,4.74,5,3,10.6,1,1,2.72,46411.0,3.04,Moderate
FRM000262,Plateau,Sorghum,wet season,Loamy,Irrigation,None,Yes,0,No,5.48,813.8,26.4,64.4,5.31,86.5,6.43,10,3,21.9,0,1,4.16,45213.0,3.31,Average
FRM000263,Sokoto,Sorghum,Dry Season,loamy,irrigation,None,no,Yes,Yes,3.3,839.6,30.0,66.7,6.14,33.4,0.0,13,2,32.0,0,1,1.55,78890.0,3.99,AVERAGE
FRM000264,Kano,Sorghum,Dry Season,Loamy,Rain-fed,None,No,Yes,No,0.48,935.0,24.7,37.8,6.47,136.6,0.0,18,3,9.9,1,1,3.43,38299.0,3.94 tons,MEDIUM
FRM000265,Jigawa,Yam,Rainy,Clay,Rain-fed,sprinkler,No,Yes,yes,5.04,705.0,31.1,50.4,5.28,74.5,1.73,6,2,12.8,1,1,2.43,57692.0,1.47,low
